inning,over,ball,batting_team,bowling_team,batter,bowler,city,venue,phase,current_score,balls_bowled,balls_remaining,wickets_lost,current_run_rate,runs_last_6,runs_last_12,wkts_last_12,striker_runs,striker_balls,striker_sr,batter_avg_runs,bowler_wickets,bowler_economy
2,14,1,1,16,17,7,2,23,1,112,88,32,3,7.636363636363637,10.0,15.0,0.0,12,7,171.42857142857142,1.7142857142857142,1,7.894736842105264
2,17,3,10,2,610,443,26,56,0,132,106,14,3,7.471698113207546,13.0,29.0,0.0,22,8,275.0,2.75,1,7.2
2,14,5,0,8,374,106,0,50,1,107,90,30,3,7.133333333333334,3.0,7.0,1.0,3,6,50.0,0.5,0,7.5
1,14,5,12,0,258,110,26,6,1,143,96,24,4,8.9375,5.0,15.0,0.0,26,17,152.94117647058823,1.5294117647058822,0,6.0
1,5,2,12,13,323,16,11,19,2,45,33,87,2,8.181818181818182,2.0,7.0,1.0,5,7,71.42857142857143,0.7142857142857143,0,0.0
2,10,2,9,2,283,239,10,1,1,97,64,56,5,9.09375,11.0,18.0,0.0,8,9,88.88888888888889,0.8888888888888888,0,8.571428571428571
1,4,1,18,15,300,22,35,11,2,19,25,95,1,4.56,1.0,8.0,1.0,1,3,33.33333333333333,0.3333333333333333,0,4.5
2,10,2,6,10,203,217,7,38,1,76,61,59,2,7.475409836065574,7.0,17.0,0.0,19,16,118.75,1.1875,0,6.0
2,15,6,8,12,185,120,1,32,0,114,96,24,5,7.125,13.0,17.0,1.0,45,38,118.42105263157892,1.1842105263157894,1,10.363636363636363
1,2,4,3,16,261,272,10,16,2,11,17,103,1,3.882352941176471,3.0,9.0,1.0,0,4,0.0,0.0,1,1.7999999999999998
2,9,3,13,6,501,398,0,50,1,94,56,64,1,10.071428571428571,8.0,22.0,0.0,21,18,116.66666666666669,1.1666666666666667,0,6.75
2,17,6,6,18,146,481,16,42,0,146,111,9,6,7.891891891891892,17.0,31.0,0.0,56,34,164.70588235294116,1.6470588235294117,1,11.25
2,10,3,1,11,281,259,26,9,1,79,66,54,2,7.181818181818182,6.0,10.0,1.0,7,4,175.0,1.75,0,3.0
1,16,2,3,8,226,73,10,16,0,118,98,22,4,7.224489795918368,9.0,18.0,1.0,15,11,136.36363636363637,1.3636363636363635,0,9.692307692307692
2,15,5,14,4,100,134,30,30,0,114,97,23,4,7.051546391752577,14.0,26.0,0.0,69,48,143.75,1.4375,0,8.625
2,6,5,13,8,571,239,23,14,1,52,41,79,1,7.609756097560976,2.0,6.0,1.0,2,4,50.0,0.5,0,1.5
1,7,4,10,8,568,258,23,14,1,53,46,74,2,6.913043478260869,9.0,22.0,0.0,28,23,121.73913043478262,1.2173913043478262,0,12.0
2,3,4,16,8,124,241,23,14,2,22,21,99,0,6.285714285714286,7.0,13.0,0.0,3,6,50.0,0.5,0,6.666666666666667
2,6,1,8,3,363,8,10,16,1,49,36,84,3,8.166666666666666,15.0,21.0,0.0,8,9,88.88888888888889,0.8888888888888888,0,0.0
2,12,2,16,8,30,462,23,14,1,102,73,47,1,8.383561643835616,6.0,11.0,0.0,13,11,118.1818181818182,1.181818181818182,0,5.142857142857142
2,4,5,13,18,50,167,0,50,2,25,28,92,2,5.357142857142857,9.0,13.0,1.0,15,15,100.0,1.0,0,9.0
1,9,2,8,6,583,237,23,14,1,67,56,64,3,7.178571428571428,0.0,8.0,2.0,0,1,0.0,0.0,0,7.7142857142857135
2,4,3,16,12,362,355,26,6,2,34,29,91,2,7.03448275862069,1.0,10.0,2.0,0,0,0.0,0.0,1,0.0
1,6,3,12,18,258,177,26,10,1,48,38,82,3,7.578947368421053,10.0,23.0,2.0,0,0,0.0,0.0,1,0.0
1,10,3,7,8,428,241,23,14,1,56,63,57,3,5.333333333333333,1.0,4.0,1.0,3,7,42.85714285714285,0.4285714285714285,0,4.0
1,6,2,8,16,498,20,2,23,1,62,39,81,1,9.538461538461538,1.0,8.0,1.0,0,4,0.0,0.0,0,18.0
2,10,6,8,6,591,353,7,37,1,101,65,55,2,9.323076923076922,5.0,12.0,1.0,31,28,110.71428571428572,1.1071428571428572,1,6.705882352941176
1,10,4,6,18,439,234,16,42,1,67,64,56,3,6.28125,16.0,20.0,2.0,14,5,280.0,2.8,2,8.4
1,12,4,0,16,651,93,2,23,1,58,79,41,4,4.405063291139241,12.0,15.0,0.0,21,28,75.0,0.75,0,12.0
1,17,4,17,0,282,489,8,28,0,131,108,12,5,7.277777777777778,10.0,22.0,0.0,25,19,131.57894736842107,1.3157894736842106,0,8.4
2,12,5,18,16,363,92,3,25,1,110,76,44,2,8.68421052631579,6.0,16.0,0.0,3,8,37.5,0.375,0,7.5
1,2,2,0,11,352,318,8,27,2,16,14,106,0,6.857142857142857,13.0,16.0,0.0,8,5,160.0,1.6,0,6.857142857142857
1,18,4,10,8,50,167,14,7,0,129,116,4,5,6.672413793103448,15.0,26.0,0.0,9,6,150.0,1.5,0,6.260869565217391
1,12,1,4,14,470,76,30,30,1,109,74,46,5,8.837837837837837,8.0,15.0,1.0,0,0,0.0,0.0,0,9.0
2,8,6,13,10,100,217,0,50,1,85,56,64,2,9.107142857142856,11.0,25.0,0.0,44,26,169.23076923076923,1.6923076923076923,0,7.5
1,14,6,2,5,57,396,10,1,1,115,94,26,5,7.340425531914894,7.0,9.0,0.0,10,8,125.0,1.25,1,5.454545454545455
2,0,8,15,3,50,527,35,11,2,4,7,113,0,3.4285714285714284,3.0,4.0,0.0,1,2,50.0,0.5,0,3.4285714285714284
2,7,4,16,8,568,191,23,14,1,44,46,74,3,5.739130434782608,8.0,10.0,0.0,7,8,87.5,0.875,2,6.0
2,15,5,6,14,203,173,17,20,0,141,101,19,4,8.376237623762377,19.0,31.0,0.0,41,17,241.17647058823528,2.411764705882353,2,7.363636363636364
2,17,4,0,13,374,16,8,28,0,122,107,13,6,6.841121495327103,8.0,12.0,0.0,10,9,111.11111111111111,1.1111111111111112,1,9.545454545454543
2,6,1,2,0,493,371,8,28,1,47,37,83,3,7.621621621621621,5.0,20.0,0.0,15,11,136.36363636363637,1.3636363636363635,0,0.0
2,11,3,15,10,295,162,26,55,1,88,72,48,1,7.333333333333333,7.0,10.0,1.0,3,5,60.0,0.6,1,4.5
2,0,1,16,7,343,384,22,33,2,0,0,120,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,13,5,10,8,477,174,26,55,1,71,83,37,3,5.132530120481928,10.0,13.0,1.0,2,4,50.0,0.5,1,6.0
1,3,4,13,0,242,268,18,47,2,44,21,99,0,12.571428571428571,10.0,24.0,0.0,12,8,150.0,1.5,0,4.0
2,10,2,8,3,501,8,10,16,1,88,63,57,3,8.380952380952381,16.0,25.0,0.0,36,30,120.0,1.2,0,0.0
1,4,6,2,13,490,91,0,57,2,25,30,90,2,5.0,4.0,7.0,2.0,2,2,100.0,1.0,1,6.0
2,14,4,16,13,670,521,18,46,1,74,92,28,7,4.826086956521739,1.0,11.0,2.0,0,2,0.0,0.0,0,2.0
1,5,4,3,1,194,345,10,16,2,43,33,87,1,7.818181818181818,8.0,21.0,0.0,31,17,182.35294117647055,1.8235294117647056,0,12.0
1,4,5,16,13,343,223,18,46,2,27,28,92,1,5.785714285714286,4.0,6.0,1.0,1,4,25.0,0.25,0,3.0
1,10,2,16,18,669,352,16,42,1,48,61,59,2,4.721311475409836,5.0,8.0,0.0,10,20,50.0,0.5,0,3.230769230769231
1,2,5,16,1,647,132,2,23,2,17,16,104,1,6.375,8.0,16.0,1.0,7,9,77.77777777777779,0.7777777777777778,0,3.6
1,3,3,0,16,340,191,13,22,2,32,21,99,0,9.142857142857142,8.0,19.0,0.0,5,8,62.5,0.625,0,0.0
2,14,2,11,8,54,354,30,52,1,77,89,31,4,5.191011235955056,5.0,9.0,0.0,11,15,73.33333333333333,0.7333333333333333,0,4.285714285714286
1,0,7,10,14,428,22,30,30,2,6,5,115,0,7.199999999999999,6.0,6.0,0.0,5,5,100.0,1.0,0,7.199999999999999
2,3,4,8,6,122,63,7,37,2,28,21,99,0,8.0,10.0,24.0,0.0,20,11,181.8181818181818,1.818181818181818,0,12.0
1,13,6,18,0,409,118,16,42,1,129,85,35,3,9.105882352941176,2.0,10.0,1.0,0,3,0.0,0.0,0,3.8181818181818175
1,7,5,6,13,669,521,18,46,1,61,49,71,2,7.469387755102042,4.0,10.0,1.0,2,4,50.0,0.5,0,6.352941176470588
2,2,2,0,11,352,25,26,9,2,3,13,107,0,1.3846153846153848,3.0,3.0,0.0,1,10,10.0,0.1,0,0.8571428571428571
2,3,4,13,0,100,162,18,46,2,38,21,99,0,10.857142857142858,10.0,21.0,0.0,1,4,25.0,0.25,0,12.666666666666666
1,12,4,13,6,191,432,7,40,1,103,81,39,2,7.62962962962963,5.0,12.0,0.0,21,21,100.0,1.0,0,10.956521739130434
1,12,1,10,13,231,183,18,46,1,112,73,47,1,9.205479452054796,8.0,19.0,0.0,44,32,137.5,1.375,0,6.0
2,14,3,16,10,629,105,2,23,1,96,87,33,5,6.620689655172414,11.0,16.0,0.0,14,10,140.0,1.4,1,6.428571428571428
1,9,1,10,5,231,247,26,6,1,84,55,65,1,9.163636363636364,11.0,13.0,1.0,38,23,165.2173913043478,1.6521739130434785,0,10.0
2,17,6,18,8,103,302,16,42,0,112,111,9,5,6.054054054054054,4.0,4.0,1.0,0,0,0.0,0.0,1,6.72
2,8,8,16,8,132,21,2,23,1,43,59,61,6,4.372881355932203,5.0,9.0,2.0,6,9,66.66666666666666,0.6666666666666666,2,5.714285714285714
1,8,1,8,16,282,522,0,50,1,30,49,71,4,3.673469387755102,7.0,13.0,0.0,3,11,27.27272727272727,0.2727272727272727,0,0.0
1,15,2,6,0,203,134,9,2,0,159,95,25,2,10.042105263157897,19.0,32.0,0.0,72,31,232.25806451612905,2.3225806451612905,0,10.153846153846157
1,16,4,18,0,363,443,30,30,0,143,105,15,3,8.17142857142857,4.0,21.0,2.0,1,1,100.0,1.0,1,5.2
1,13,4,6,0,226,433,11,18,1,115,83,37,3,8.313253012048193,14.0,23.0,1.0,3,3,100.0,1.0,1,7.714285714285714
1,15,6,16,18,388,477,26,6,0,61,101,19,9,3.623762376237624,3.0,9.0,1.0,1,2,50.0,0.5,3,3.0
2,15,3,18,2,661,408,10,0,0,104,95,25,4,6.568421052631579,3.0,9.0,1.0,1,3,33.33333333333333,0.3333333333333333,0,7.5
2,17,5,5,16,467,201,26,6,0,147,110,10,4,8.01818181818182,14.0,23.0,0.0,28,19,147.36842105263156,1.4736842105263157,0,7.875
1,10,4,16,6,371,256,3,25,1,84,65,55,4,7.753846153846154,5.0,7.0,1.0,2,5,40.0,0.4,1,5.333333333333333
1,19,4,4,8,282,481,32,45,0,175,119,1,3,8.823529411764707,15.0,31.0,0.0,43,23,186.95652173913044,1.8695652173913044,0,9.0
2,9,3,16,10,282,159,2,23,1,57,64,56,2,5.34375,8.0,17.0,1.0,1,1,100.0,1.0,0,3.0
1,10,4,10,18,283,396,16,41,1,53,63,57,3,5.047619047619048,2.0,10.0,0.0,4,9,44.44444444444444,0.4444444444444444,0,2.0
1,7,8,18,0,300,128,30,30,1,48,51,69,1,5.647058823529412,9.0,17.0,0.0,9,14,64.28571428571429,0.6428571428571429,1,3.9230769230769234
2,18,1,8,6,149,333,23,14,0,122,110,10,6,6.654545454545455,11.0,23.0,0.0,31,19,163.1578947368421,1.631578947368421,0,5.7
2,8,7,13,3,50,334,18,46,1,64,56,64,0,6.857142857142857,6.0,12.0,0.0,20,22,90.9090909090909,0.9090909090909092,0,5.538461538461539
2,0,4,8,0,373,131,8,27,2,10,3,117,0,20.0,10.0,10.0,0.0,0,3,0.0,0.0,0,20.0
1,9,5,2,9,490,120,10,1,1,104,64,56,2,9.75,9.0,17.0,1.0,6,4,150.0,1.5,0,10.5
2,9,5,16,2,513,42,10,0,1,84,58,62,2,8.689655172413794,9.0,15.0,0.0,7,7,100.0,1.0,1,6.0
2,14,7,3,4,126,85,10,16,1,181,92,28,3,11.804347826086955,4.0,16.0,2.0,2,2,100.0,1.0,1,7.578947368421053
2,9,2,8,3,157,492,10,16,1,52,57,63,4,5.473684210526316,2.0,6.0,1.0,12,15,80.0,0.8,0,0.0
2,1,5,1,0,132,181,8,27,2,6,9,111,1,4.0,5.0,6.0,1.0,0,0,0.0,0.0,1,7.5
2,12,4,0,8,572,346,8,26,1,103,74,46,3,8.35135135135135,7.0,16.0,1.0,5,2,250.0,2.5,0,13.285714285714285
2,9,6,18,4,156,118,10,16,1,65,60,60,3,6.5,3.0,4.0,1.0,1,4,25.0,0.25,0,3.6
1,18,5,14,10,364,282,26,55,0,142,112,8,5,7.607142857142857,5.0,11.0,1.0,13,8,162.5,1.625,0,8.727272727272728
1,5,2,2,10,512,194,0,50,2,36,33,87,2,6.545454545454546,12.0,14.0,1.0,14,11,127.27272727272728,1.2727272727272727,0,9.333333333333334
1,1,3,0,16,340,399,2,23,2,5,9,111,0,3.333333333333333,3.0,5.0,0.0,1,3,33.33333333333333,0.3333333333333333,0,0.0
1,19,3,5,18,414,71,1,32,0,180,122,-2,7,8.852459016393443,6.0,11.0,3.0,0,0,0.0,0.0,4,7.666666666666667
1,0,1,8,1,364,513,26,9,2,0,0,120,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,10,6,5,18,146,514,26,10,1,83,68,52,3,7.323529411764706,5.0,10.0,0.0,7,7,100.0,1.0,0,4.588235294117647
1,3,6,10,16,282,370,26,55,2,4,24,96,2,1.0,1.0,2.0,0.0,0,2,0.0,0.0,2,1.0
1,3,2,13,16,165,492,3,25,2,23,20,100,0,6.9,14.0,21.0,0.0,3,8,37.5,0.375,0,6.0
2,3,6,10,13,177,447,18,46,2,23,26,94,0,5.307692307692308,2.0,9.0,0.0,13,14,92.85714285714286,0.9285714285714286,0,3.272727272727273
1,17,6,8,10,122,482,26,55,0,148,105,15,5,8.457142857142857,11.0,24.0,1.0,0,2,0.0,0.0,2,9.0
2,13,1,10,6,213,353,26,55,1,106,81,39,4,7.851851851851852,6.0,25.0,1.0,8,7,114.28571428571428,1.1428571428571428,1,6.0
1,0,3,0,2,473,104,26,56,2,0,2,118,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,0.0
2,11,3,6,10,669,162,7,40,1,90,69,51,2,7.826086956521739,2.0,8.0,1.0,1,4,25.0,0.25,0,9.0
1,3,5,1,13,512,186,16,42,2,24,21,99,0,6.857142857142857,6.0,9.0,0.0,8,8,100.0,1.0,0,4.666666666666667
1,3,6,8,18,501,333,23,14,2,30,22,98,0,8.181818181818182,11.0,24.0,0.0,13,10,130.0,1.3,0,12.0
1,19,5,11,10,329,288,26,55,0,128,121,-1,8,6.347107438016528,9.0,19.0,1.0,13,7,185.7142857142857,1.8571428571428568,2,6.818181818181818
1,1,5,3,13,133,199,18,46,2,19,13,107,1,8.76923076923077,10.0,19.0,1.0,0,0,0.0,0.0,1,12.0
2,14,2,8,6,363,355,9,2,1,114,88,32,1,7.772727272727273,3.0,12.0,0.0,21,23,91.30434782608695,0.9130434782608696,0,6.923076923076923
1,10,3,17,0,188,371,3,24,1,84,63,57,1,8.0,12.0,21.0,1.0,36,31,116.12903225806453,1.1612903225806452,0,11.142857142857142
1,3,1,13,0,242,443,18,46,2,35,19,101,1,11.052631578947368,10.0,24.0,1.0,11,6,183.3333333333333,1.8333333333333333,0,0.0
2,7,4,3,10,125,162,26,55,1,29,47,73,6,3.702127659574468,5.0,7.0,1.0,2,4,50.0,0.5,0,2.0
1,10,2,8,0,471,371,0,57,1,79,63,57,3,7.523809523809524,9.0,14.0,1.0,40,26,153.84615384615387,1.5384615384615383,0,5.538461538461539
2,9,2,16,1,614,8,2,23,1,71,55,65,0,7.745454545454546,4.0,14.0,0.0,56,37,151.35135135135135,1.5135135135135136,0,8.571428571428571
2,9,4,8,6,194,75,23,14,1,64,57,63,2,6.7368421052631575,7.0,11.0,0.0,20,24,83.33333333333334,0.8333333333333334,2,5.571428571428571
1,18,3,1,3,180,21,16,42,0,161,115,5,5,8.4,4.0,25.0,2.0,20,17,117.64705882352942,1.1764705882352942,2,7.8
1,14,3,13,8,242,492,26,6,1,147,87,33,1,10.137931034482758,7.0,24.0,0.0,86,53,162.26415094339623,1.6226415094339623,0,9.428571428571429
2,10,6,18,0,147,118,8,27,1,85,65,55,2,7.846153846153846,11.0,16.0,0.0,34,30,113.33333333333331,1.1333333333333333,0,6.545454545454546
1,3,1,0,6,188,302,7,37,2,23,18,102,0,7.666666666666667,9.0,16.0,0.0,16,9,177.77777777777777,1.7777777777777777,0,7.0
1,18,1,4,14,113,76,30,30,0,148,110,10,8,8.072727272727274,2.0,8.0,2.0,0,0,0.0,0.0,0,10.0
1,11,6,1,11,132,71,9,2,1,73,71,49,2,6.169014084507042,11.0,16.0,0.0,40,29,137.93103448275863,1.3793103448275863,1,6.352941176470588
2,18,6,10,8,217,73,26,55,0,138,113,7,6,7.327433628318585,8.0,11.0,1.0,5,3,166.66666666666669,1.6666666666666667,1,9.272727272727272
1,1,3,8,6,471,63,0,50,2,7,8,112,0,5.25,6.0,7.0,0.0,0,3,0.0,0.0,0,0.0
1,15,2,13,11,108,258,18,46,0,128,92,28,2,8.347826086956522,6.0,17.0,1.0,5,4,125.0,1.25,0,9.3
2,2,6,2,16,363,303,3,24,2,2,17,103,3,0.7058823529411764,1.0,1.0,2.0,0,3,0.0,0.0,2,0.5454545454545455
2,11,5,13,6,409,389,18,46,1,117,73,47,1,9.616438356164384,6.0,10.0,0.0,22,22,100.0,1.0,1,4.2
2,10,2,10,0,477,353,8,27,1,81,61,59,1,7.967213114754099,7.0,10.0,1.0,0,0,0.0,0.0,1,4.105263157894737
1,5,2,3,14,490,443,10,16,2,41,30,90,2,8.2,14.0,29.0,0.0,12,9,133.33333333333331,1.3333333333333333,0,7.0
1,8,1,15,4,295,371,32,45,1,76,48,72,1,9.5,10.0,19.0,0.0,20,12,166.66666666666669,1.6666666666666667,0,9.0
2,3,2,0,16,558,333,8,27,2,27,22,98,0,7.363636363636364,9.0,22.0,0.0,2,7,28.57142857142857,0.2857142857142857,0,1.7142857142857142
2,15,4,18,10,386,436,26,55,0,110,95,25,5,6.947368421052631,5.0,11.0,1.0,4,5,80.0,0.8,0,10.8
1,1,5,10,18,231,405,0,57,2,20,10,110,0,12.0,12.0,20.0,0.0,19,7,271.42857142857144,2.7142857142857144,0,18.0
1,6,5,10,13,530,403,26,55,1,50,42,78,0,7.142857142857143,7.0,14.0,0.0,26,23,113.04347826086956,1.1304347826086956,0,3.0
1,6,5,17,8,115,46,3,24,1,62,41,79,1,9.073170731707318,11.0,16.0,0.0,24,15,160.0,1.6,0,2.4
1,15,5,5,12,467,63,28,10,0,105,99,21,4,6.363636363636363,9.0,15.0,0.0,8,10,80.0,0.8,0,6.0
2,12,4,0,6,510,346,11,18,1,112,79,41,3,8.506329113924052,9.0,17.0,0.0,33,23,143.47826086956522,1.434782608695652,0,6.4
1,0,4,10,0,154,181,29,51,2,1,3,117,0,2.0,1.0,1.0,0.0,0,2,0.0,0.0,0,2.0
2,12,1,9,13,156,328,26,6,1,85,73,47,3,6.986301369863014,9.0,22.0,0.0,40,26,153.84615384615387,1.5384615384615383,0,9.6
1,11,3,3,13,282,27,18,46,1,75,69,51,3,6.521739130434782,7.0,12.0,1.0,1,2,50.0,0.5,0,9.230769230769232
1,5,4,13,0,196,294,8,27,2,58,34,86,0,10.235294117647058,11.0,23.0,0.0,26,17,152.94117647058823,1.5294117647058822,0,9.2
2,5,5,10,16,397,522,26,55,2,48,35,85,1,8.22857142857143,6.0,13.0,0.0,22,18,122.22222222222224,1.2222222222222223,0,6.0
2,4,6,13,17,242,523,18,47,2,33,29,91,1,6.8275862068965525,9.0,18.0,0.0,18,15,120.0,1.2,0,8.727272727272728
2,13,4,10,14,477,173,26,55,1,104,82,38,4,7.609756097560976,16.0,21.0,1.0,33,19,173.6842105263158,1.736842105263158,0,10.8
2,14,4,10,1,613,347,26,55,1,70,93,27,4,4.516129032258065,2.0,11.0,0.0,8,11,72.72727272727273,0.7272727272727273,0,3.2
2,7,4,12,0,256,287,8,28,1,63,46,74,1,8.217391304347826,9.0,18.0,0.0,29,22,131.8181818181818,1.318181818181818,0,2.0
1,17,6,10,13,213,183,26,55,0,132,111,9,5,7.135135135135135,4.0,7.0,1.0,14,13,107.6923076923077,1.0769230769230769,2,3.25
1,18,6,1,6,180,340,16,42,0,156,114,6,6,8.210526315789474,14.0,27.0,2.0,30,13,230.76923076923077,2.3076923076923075,2,7.565217391304348
2,3,8,1,11,523,511,26,9,2,26,26,94,0,6.0,7.0,14.0,0.0,5,11,45.45454545454545,0.4545454545454545,0,6.857142857142857
2,14,5,8,12,39,438,7,39,1,130,91,29,5,8.571428571428571,13.0,30.0,0.0,35,18,194.44444444444443,1.9444444444444444,0,12.0
1,3,4,16,8,203,462,8,28,2,16,23,97,2,4.173913043478261,7.0,8.0,1.0,5,4,125.0,1.25,0,8.0
1,4,1,7,11,428,511,26,9,2,22,24,96,3,5.5,9.0,12.0,2.0,20,15,133.33333333333331,1.3333333333333333,2,3.0
2,0,4,10,12,115,355,7,39,2,0,3,117,1,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1,0.0
2,11,6,16,0,629,422,13,22,1,65,73,47,3,5.342465753424658,2.0,8.0,0.0,20,24,83.33333333333334,0.8333333333333334,0,5.294117647058823
2,10,6,18,12,651,398,34,49,1,46,66,54,3,4.181818181818182,4.0,8.0,0.0,21,27,77.77777777777779,0.7777777777777778,1,5.454545454545455
1,4,3,8,18,397,477,30,31,2,30,28,92,1,6.428571428571428,11.0,13.0,0.0,10,8,125.0,1.25,0,30.0
2,17,5,8,0,108,181,6,53,0,159,107,13,3,8.915887850467291,11.0,24.0,0.0,50,35,142.85714285714286,1.4285714285714286,0,12.0
2,17,2,6,3,371,94,7,37,0,149,102,18,4,8.764705882352942,8.0,17.0,1.0,10,7,142.85714285714286,1.4285714285714286,1,9.230769230769232
1,10,3,13,16,100,514,3,25,1,83,65,55,2,7.661538461538461,13.0,19.0,0.0,12,12,100.0,1.0,0,8.1
2,5,6,10,5,231,396,1,32,2,29,36,84,1,4.833333333333333,4.0,11.0,0.0,10,16,62.5,0.625,0,3.6
2,1,6,8,13,108,13,13,22,2,10,11,109,2,5.454545454545455,1.0,10.0,2.0,0,0,0.0,0.0,1,1.2
1,7,4,7,8,173,521,23,14,1,51,46,74,1,6.652173913043478,4.0,12.0,1.0,25,25,100.0,1.0,0,4.0
1,8,1,10,16,177,370,26,55,1,67,49,71,1,8.204081632653061,8.0,15.0,0.0,26,28,92.85714285714286,0.9285714285714286,0,14.0
2,4,2,18,12,471,501,26,10,2,23,25,95,1,5.52,9.0,15.0,1.0,8,5,160.0,1.6,0,6.0
2,19,2,16,1,501,384,19,34,0,124,114,6,9,6.526315789473684,9.0,16.0,1.0,14,10,140.0,1.4,1,4.421052631578948
1,15,5,13,0,322,413,8,27,0,114,93,27,4,7.354838709677419,7.0,13.0,2.0,4,3,133.33333333333331,1.3333333333333333,1,8.454545454545455
1,11,6,11,13,501,175,30,52,1,73,72,48,3,6.083333333333333,12.0,23.0,1.0,11,14,78.57142857142857,0.7857142857142857,1,7.090909090909091
1,10,2,3,8,282,191,10,16,1,72,62,58,3,6.967741935483871,10.0,18.0,1.0,27,18,150.0,1.5,1,9.230769230769232
2,9,5,8,16,108,7,23,14,1,81,60,60,0,8.1,6.0,15.0,0.0,30,33,90.9090909090909,0.9090909090909092,0,6.0
1,12,6,13,3,143,354,10,16,1,78,78,42,6,6.0,7.0,20.0,1.0,5,3,166.66666666666669,1.6666666666666667,3,4.173913043478261
1,5,6,18,5,47,43,26,56,2,53,38,82,2,8.368421052631579,9.0,23.0,1.0,0,1,0.0,0.0,0,10.8
2,11,4,0,10,157,347,26,5,1,100,71,49,3,8.450704225352112,9.0,13.0,1.0,2,4,50.0,0.5,1,8.25
2,0,1,9,13,449,481,18,47,2,0,0,120,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,12,8,0,3,564,499,30,30,1,119,80,40,2,8.924999999999999,11.0,16.0,0.0,73,38,192.10526315789477,1.9210526315789476,1,7.7142857142857135
1,13,2,0,5,513,43,1,32,1,122,80,40,4,9.15,7.0,21.0,1.0,0,1,0.0,0.0,0,16.285714285714285
2,10,2,13,6,403,346,7,40,1,68,62,58,2,6.580645161290322,13.0,18.0,0.0,54,37,145.94594594594594,1.4594594594594594,0,5.142857142857142
1,0,3,8,1,576,513,16,42,2,4,2,118,0,12.0,4.0,4.0,0.0,4,2,200.0,2.0,0,12.0
1,1,3,15,16,625,352,2,23,2,12,8,112,0,9.0,8.0,12.0,0.0,6,2,300.0,3.0,0,9.0
2,4,6,8,10,537,357,23,14,2,37,30,90,0,7.4,7.0,19.0,0.0,18,13,138.46153846153845,1.3846153846153846,0,6.5
1,11,6,16,8,250,426,23,14,1,69,73,47,4,5.671232876712329,6.0,13.0,0.0,24,28,85.71428571428571,0.8571428571428571,0,7.636363636363637
2,4,2,13,3,661,276,10,16,2,32,26,94,4,7.384615384615385,7.0,22.0,2.0,0,0,0.0,0.0,3,5.538461538461539
2,11,5,3,11,409,184,26,9,1,114,73,47,2,9.36986301369863,12.0,17.0,0.0,9,6,150.0,1.5,1,8.625
2,14,2,2,10,71,192,26,56,1,135,85,35,2,9.529411764705882,10.0,25.0,0.0,33,26,126.92307692307692,1.2692307692307692,1,3.692307692307693
1,5,3,1,13,17,447,16,42,2,49,31,89,2,9.483870967741934,16.0,16.0,0.0,13,7,185.7142857142857,1.8571428571428568,0,6.428571428571428
1,18,4,6,8,218,191,23,14,0,113,112,8,8,6.053571428571428,10.0,14.0,3.0,0,0,0.0,0.0,0,6.285714285714286
1,16,3,0,6,188,438,7,37,0,149,99,21,1,9.030303030303031,17.0,37.0,0.0,87,50,174.0,1.74,1,9.2
1,19,4,2,13,450,309,0,57,0,148,123,-3,6,7.219512195121951,5.0,17.0,1.0,2,3,66.66666666666666,0.6666666666666666,2,5.142857142857143
2,18,3,0,10,188,192,0,50,0,150,113,7,5,7.964601769911505,18.0,27.0,2.0,42,40,105.0,1.05,1,10.0
1,1,6,4,16,546,174,2,23,2,7,11,109,2,3.8181818181818175,6.0,7.0,2.0,0,0,0.0,0.0,2,6.0
1,14,1,1,13,17,434,16,42,1,126,85,35,3,8.894117647058824,11.0,21.0,0.0,67,37,181.08108108108107,1.8108108108108107,0,9.0
1,16,2,8,13,556,522,23,15,0,124,97,23,5,7.670103092783504,10.0,16.0,1.0,0,0,0.0,0.0,2,8.307692307692308
1,16,2,18,11,405,290,16,42,0,92,99,21,4,5.575757575757576,5.0,9.0,1.0,14,10,140.0,1.4,1,5.7
1,4,2,15,8,50,444,30,30,2,24,25,95,1,5.76,7.0,12.0,1.0,20,16,125.0,1.25,0,0.0
2,5,6,8,0,373,413,8,27,2,51,36,84,0,8.5,8.0,13.0,0.0,19,17,111.76470588235294,1.1176470588235294,0,8.4
2,11,2,16,18,557,85,3,25,1,93,71,49,3,7.859154929577464,15.0,20.0,0.0,51,35,145.7142857142857,1.457142857142857,0,5.0769230769230775
1,18,1,7,11,499,25,26,9,0,117,109,11,7,6.440366972477063,3.0,7.0,2.0,5,9,55.55555555555556,0.5555555555555556,1,11.0
2,13,1,8,12,637,321,7,39,1,100,79,41,5,7.59493670886076,9.0,17.0,0.0,24,23,104.34782608695652,1.0434782608695652,1,5.0
2,10,1,11,18,322,102,16,42,1,45,61,59,3,4.426229508196721,4.0,10.0,2.0,1,1,100.0,1.0,0,0.0
1,17,1,0,8,374,252,23,14,0,115,103,17,3,6.699029126213592,12.0,19.0,0.0,29,21,138.0952380952381,1.380952380952381,1,7.0
